PlaatsID	Plaats	LiteratuurpleinURL	LiteratuurpleinArchiefURL	ArchiefURLStatusCheck-12122019	
1	Bergen op Zoom	https://literatuurplein.nl/detail/excursie/bergen-op-zoom/1	http://web.archive.org/web/20191127184543/https://literatuurplein.nl/detail/excursie/bergen-op-zoom/1	200	Klik
1	Bergen op Zoom	https://www.literatuurplein.nl/excursie.jsp?excursieId=1	http://web.archive.org/web/20191129203431/https://www.literatuurplein.nl/detail/excursie/bergen-op-zoom/1	200	Klik
2	Maastricht	https://literatuurplein.nl/detail/excursie/maastricht/2	http://web.archive.org/web/20191127190004/https://literatuurplein.nl/detail/excursie/maastricht/2	200	Klik
3	Nijmegen	https://literatuurplein.nl/detail/excursie/nijmegen/3	http://web.archive.org/web/20191127190233/https://literatuurplein.nl/detail/excursie/nijmegen/3	200	Klik
4	Gent	https://literatuurplein.nl/detail/excursie/gent/4	http://web.archive.org/web/20191127185256/https://literatuurplein.nl/detail/excursie/gent/4	200	Klik
4	Gent	https://www.literatuurplein.nl/detail/excursie/gent/4	http://web.archive.org/web/20191129103127/https://www.literatuurplein.nl/detail/excursie/gent/4	200	Klik
4	Gent	https://www.literatuurplein.nl/excursie.jsp?excursieId=4	http://web.archive.org/web/20191129212045/https://www.literatuurplein.nl/detail/excursie/gent/4	200	Klik
21	Amsterdam	https://literatuurplein.nl/detail/excursie/amsterdam/21	http://web.archive.org/web/20191127184328/https://literatuurplein.nl/detail/excursie/amsterdam/21	200	Klik
21	Amsterdam	https://www.literatuurplein.nl/detail/excursie/amsterdam/21	http://web.archive.org/web/20191129102931/https://www.literatuurplein.nl/detail/excursie/amsterdam/21	200	Klik
21	Amsterdam	https://www.literatuurplein.nl/excursie.jsp?excursieId=21	http://web.archive.org/web/20191129203841/https://www.literatuurplein.nl/detail/excursie/amsterdam/21	200	Klik
41	Delft	https://literatuurplein.nl/detail/excursie/delft/41	http://web.archive.org/web/20191127185005/https://literatuurplein.nl/detail/excursie/delft/41	200	Klik
41	Delft	https://www.literatuurplein.nl/excursie.jsp?excursieId=41	http://web.archive.org/web/20191129212115/https://www.literatuurplein.nl/detail/excursie/delft/41	200	Klik
45	Leeuwarden	https://literatuurplein.nl/detail/excursie/leeuwarden/45	http://web.archive.org/web/20191127185829/https://literatuurplein.nl/detail/excursie/leeuwarden/45	200	Klik
45	Leeuwarden	https://www.literatuurplein.nl/detail/excursie/leeuwarden/45	http://web.archive.org/web/20191129103216/https://www.literatuurplein.nl/detail/excursie/leeuwarden/45	200	Klik
45	Leeuwarden	https://www.literatuurplein.nl/excursie.jsp?excursieId=45	http://web.archive.org/web/20191129212137/https://www.literatuurplein.nl/detail/excursie/leeuwarden/45	200	Klik
46	Bussum	https://literatuurplein.nl/detail/excursie/bussum/46	http://web.archive.org/web/20191127184803/https://literatuurplein.nl/detail/excursie/bussum/46	200	Klik
46	Bussum	https://www.literatuurplein.nl/excursie.jsp?excursieId=46	http://web.archive.org/web/20191129212146/https://www.literatuurplein.nl/detail/excursie/bussum/46	200	Klik
47	Leiden	https://literatuurplein.nl/detail/excursie/leiden/47	http://web.archive.org/web/20191127185841/https://literatuurplein.nl/detail/excursie/leiden/47	200	Klik
47	Leiden	https://www.literatuurplein.nl/detail/excursie/leiden/47	http://web.archive.org/web/20191129103222/https://www.literatuurplein.nl/detail/excursie/leiden/47	200	Klik
47	Leiden	https://www.literatuurplein.nl/excursie.jsp?excursieId=47	http://web.archive.org/web/20191129212153/https://www.literatuurplein.nl/detail/excursie/leiden/47	200	Klik
50	Den Haag ('s-Gravenhage)	https://literatuurplein.nl/detail/excursie/den-haag-s-gravenhage-/50	http://web.archive.org/web/20191127185024/https://literatuurplein.nl/detail/excursie/den-haag-s-gravenhage-/50	200	Klik
50	Den Haag ('s-Gravenhage)	https://www.literatuurplein.nl/detail/excursie/den-haag-s-gravenhage-/50	http://web.archive.org/web/20191129103102/https://www.literatuurplein.nl/detail/excursie/den-haag-s-gravenhage-/50	200	Klik
50	Den Haag ('s-Gravenhage)	https://www.literatuurplein.nl/excursie.jsp?excursieId=50	http://web.archive.org/web/20191129212201/https://www.literatuurplein.nl/detail/excursie/den-haag-s-gravenhage-/50	200	Klik
51	Harlingen	https://literatuurplein.nl/detail/excursie/harlingen/51	http://web.archive.org/web/20191127185435/https://literatuurplein.nl/detail/excursie/harlingen/51	200	Klik
51	Harlingen	https://www.literatuurplein.nl/excursie.jsp?excursieId=51	http://web.archive.org/web/20191129212210/https://www.literatuurplein.nl/detail/excursie/harlingen/51	200	Klik
53	Bathmen	https://literatuurplein.nl/detail/excursie/bathmen/53	http://web.archive.org/web/20191127184512/https://literatuurplein.nl/detail/excursie/bathmen/53	200	Klik
54	Den Bosch ('s-Hertogenbosch)	https://literatuurplein.nl/detail/excursie/den-bosch-s-hertogenbosch-/54	http://web.archive.org/web/20191127185011/https://literatuurplein.nl/detail/excursie/den-bosch-s-hertogenbosch-/54	200	Klik
54	Den Bosch ('s-Hertogenbosch)	https://www.literatuurplein.nl/excursie.jsp?excursieId=54	http://web.archive.org/web/20191129212217/https://www.literatuurplein.nl/detail/excursie/den-bosch-s-hertogenbosch-/54	200	Klik
55	Velp	https://literatuurplein.nl/detail/excursie/velp/55	http://web.archive.org/web/20191127191159/https://literatuurplein.nl/detail/excursie/velp/55	200	Klik
55	Velp	https://www.literatuurplein.nl/detail/excursie/velp/55	http://web.archive.org/web/20191129103404/https://www.literatuurplein.nl/detail/excursie/velp/55	200	Klik
55	Velp	https://www.literatuurplein.nl/excursie.jsp?excursieId=55	http://web.archive.org/web/20191129212225/https://www.literatuurplein.nl/detail/excursie/velp/55	200	Klik
56	Groningen	https://literatuurplein.nl/detail/excursie/groningen/56	http://web.archive.org/web/20191127185358/https://literatuurplein.nl/detail/excursie/groningen/56	200	Klik
56	Groningen	https://www.literatuurplein.nl/detail/excursie/groningen/56	http://web.archive.org/web/20191129103139/https://www.literatuurplein.nl/detail/excursie/groningen/56	200	Klik
56	Groningen	https://www.literatuurplein.nl/excursie.jsp?excursieId=56	http://web.archive.org/web/20191129212232/https://www.literatuurplein.nl/detail/excursie/groningen/56	200	Klik
57	Bergen aan Zee	https://literatuurplein.nl/detail/excursie/bergen-aan-zee/57	http://web.archive.org/web/20191127184537/https://literatuurplein.nl/detail/excursie/bergen-aan-zee/57	200	Klik
57	Bergen aan Zee	https://www.literatuurplein.nl/detail/excursie/bergen-aan-zee/57	http://web.archive.org/web/20191129103007/https://www.literatuurplein.nl/detail/excursie/bergen-aan-zee/57	200	Klik
57	Bergen aan Zee	https://www.literatuurplein.nl/excursie.jsp?excursieId=57	http://web.archive.org/web/20191129212240/https://www.literatuurplein.nl/detail/excursie/bergen-aan-zee/57	200	Klik
58	Rotterdam	https://literatuurplein.nl/detail/excursie/rotterdam/58	http://web.archive.org/web/20191127190623/https://literatuurplein.nl/detail/excursie/rotterdam/58	200	Klik
58	Rotterdam	https://www.literatuurplein.nl/detail/excursie/rotterdam/58	http://web.archive.org/web/20191129103340/https://www.literatuurplein.nl/detail/excursie/rotterdam/58	200	Klik
58	Rotterdam	https://www.literatuurplein.nl/excursie.jsp?excursieId=58	http://web.archive.org/web/20191129212248/https://www.literatuurplein.nl/detail/excursie/rotterdam/58	200	Klik
59	Antwerpen	https://literatuurplein.nl/detail/excursie/antwerpen/59	http://web.archive.org/web/20191127184334/https://literatuurplein.nl/detail/excursie/antwerpen/59	200	Klik
59	Antwerpen	https://www.literatuurplein.nl/detail/excursie/antwerpen/59	http://web.archive.org/web/20191129102937/https://www.literatuurplein.nl/detail/excursie/antwerpen/59	200	Klik
59	Antwerpen	https://www.literatuurplein.nl/excursie.jsp?excursieId=59	http://web.archive.org/web/20191129212257/https://www.literatuurplein.nl/detail/excursie/antwerpen/59	200	Klik
60	Kampen	https://literatuurplein.nl/detail/excursie/kampen/60	http://web.archive.org/web/20191127185715/https://literatuurplein.nl/detail/excursie/kampen/60	200	Klik
60	Kampen	https://www.literatuurplein.nl/detail/excursie/kampen/60	http://web.archive.org/web/20191129103203/https://www.literatuurplein.nl/detail/excursie/kampen/60	200	Klik
60	Kampen	https://www.literatuurplein.nl/excursie.jsp?excursieId=60	http://web.archive.org/web/20191129212305/https://www.literatuurplein.nl/detail/excursie/kampen/60	200	Klik
61	Utrecht	https://literatuurplein.nl/detail/excursie/utrecht/61	http://web.archive.org/web/20191127191135/https://literatuurplein.nl/detail/excursie/utrecht/61	200	Klik
61	Utrecht	https://www.literatuurplein.nl/detail/excursie/utrecht/61	http://web.archive.org/web/20191129103358/https://www.literatuurplein.nl/detail/excursie/utrecht/61	200	Klik
61	Utrecht	https://www.literatuurplein.nl/excursie.jsp?excursieId=61	http://web.archive.org/web/20191129212313/https://www.literatuurplein.nl/detail/excursie/utrecht/61	200	Klik
62	Brugge	https://literatuurplein.nl/detail/excursie/brugge/62	http://web.archive.org/web/20191127184738/https://literatuurplein.nl/detail/excursie/brugge/62	200	Klik
63	Goes	https://literatuurplein.nl/detail/excursie/goes/63	http://web.archive.org/web/20191127185315/https://literatuurplein.nl/detail/excursie/goes/63	200	Klik
64	Borsele	https://literatuurplein.nl/detail/excursie/borsele/64	http://web.archive.org/web/20191127184625/https://literatuurplein.nl/detail/excursie/borsele/64	200	Klik
64	Borsele	https://www.literatuurplein.nl/detail/excursie/borsele/64	http://web.archive.org/web/20191129103020/https://www.literatuurplein.nl/detail/excursie/borsele/64	200	Klik
65	Middelburg	https://literatuurplein.nl/detail/excursie/middelburg/65	http://web.archive.org/web/20191127190055/https://literatuurplein.nl/detail/excursie/middelburg/65	200	Klik
65	Middelburg	https://www.literatuurplein.nl/detail/excursie/middelburg/65	http://web.archive.org/web/20191129103253/https://www.literatuurplein.nl/detail/excursie/middelburg/65	200	Klik
65	Middelburg	https://www.literatuurplein.nl/excursie.jsp?excursieId=65	http://web.archive.org/web/20191129212321/https://www.literatuurplein.nl/detail/excursie/middelburg/65	200	Klik
66	Hoenderloo	https://literatuurplein.nl/detail/excursie/hoenderloo/66	http://web.archive.org/web/20191127185606/https://literatuurplein.nl/detail/excursie/hoenderloo/66	200	Klik
67	Tilburg	https://literatuurplein.nl/detail/excursie/tilburg/67	http://web.archive.org/web/20191127191028/https://literatuurplein.nl/detail/excursie/tilburg/67	200	Klik
68	Brussel	https://literatuurplein.nl/detail/excursie/brussel/68	http://web.archive.org/web/20191127184744/https://literatuurplein.nl/detail/excursie/brussel/68	200	Klik
68	Brussel	https://www.literatuurplein.nl/detail/excursie/brussel/68	http://web.archive.org/web/20191129103050/https://www.literatuurplein.nl/detail/excursie/brussel/68	200	Klik
69	Hilversum	https://literatuurplein.nl/detail/excursie/hilversum/69	http://web.archive.org/web/20191127185553/https://literatuurplein.nl/detail/excursie/hilversum/69	200	Klik
69	Hilversum	https://www.literatuurplein.nl/excursie.jsp?excursieId=69	http://web.archive.org/web/20191129212329/https://www.literatuurplein.nl/detail/excursie/hilversum/69	200	Klik
70	Dublin	https://literatuurplein.nl/detail/excursie/dublin/70	http://web.archive.org/web/20191127185107/https://literatuurplein.nl/detail/excursie/dublin/70	200	Klik
72	Amersfoort	https://literatuurplein.nl/detail/excursie/amersfoort/72	http://web.archive.org/web/20191127184310/https://literatuurplein.nl/detail/excursie/amersfoort/72	200	Klik
73	Overveen	https://literatuurplein.nl/detail/excursie/overveen/73	http://web.archive.org/web/20191127190348/https://literatuurplein.nl/detail/excursie/overveen/73	200	Klik
77	Arnhem	https://literatuurplein.nl/detail/excursie/arnhem/77	http://web.archive.org/web/20191127184352/https://literatuurplein.nl/detail/excursie/arnhem/77	200	Klik
77	Arnhem	https://www.literatuurplein.nl/detail/excursie/arnhem/77	http://web.archive.org/web/20191129102943/https://www.literatuurplein.nl/detail/excursie/arnhem/77	200	Klik
77	Arnhem	https://www.literatuurplein.nl/excursie.jsp?excursieId=77	http://web.archive.org/web/20191129212336/https://www.literatuurplein.nl/detail/excursie/arnhem/77	200	Klik
78	Amstelveen	https://literatuurplein.nl/detail/excursie/amstelveen/78	http://web.archive.org/web/20191127184322/https://literatuurplein.nl/detail/excursie/amstelveen/78	200	Klik
78	Amstelveen	https://www.literatuurplein.nl/detail/excursie/amstelveen/78	http://web.archive.org/web/20191129102925/https://www.literatuurplein.nl/detail/excursie/amstelveen/78	200	Klik
78	Amstelveen	https://www.literatuurplein.nl/excursie.jsp?excursieId=78	http://web.archive.org/web/20191129212344/https://www.literatuurplein.nl/detail/excursie/amstelveen/78	200	Klik
78	Amstelveen	https://literatuurplein.nl/detail/excursie/amstelveen/78	http://web.archive.org/web/20191127184322/https://literatuurplein.nl/detail/excursie/amstelveen/78	200	Klik
79	Apeldoorn	https://literatuurplein.nl/detail/excursie/apeldoorn/79	http://web.archive.org/web/20191127184340/https://literatuurplein.nl/detail/excursie/apeldoorn/79	200	Klik
79	Apeldoorn	https://www.literatuurplein.nl/excursie.jsp?excursieId=79	http://web.archive.org/web/20191129212352/https://www.literatuurplein.nl/detail/excursie/apeldoorn/79	200	Klik
80	Zutphen	https://literatuurplein.nl/detail/excursie/zutphen/80	http://web.archive.org/web/20191127191410/https://literatuurplein.nl/detail/excursie/zutphen/80	200	Klik
80	Zutphen	https://www.literatuurplein.nl/detail/excursie/zutphen/80	http://web.archive.org/web/20191129103429/https://www.literatuurplein.nl/detail/excursie/zutphen/80	200	Klik
80	Zutphen	https://www.literatuurplein.nl/excursie.jsp?excursieId=80	http://web.archive.org/web/20191129212400/https://www.literatuurplein.nl/detail/excursie/zutphen/80	200	Klik
81	Dordrecht	https://literatuurplein.nl/detail/excursie/dordrecht/81	http://web.archive.org/web/20191127185055/https://literatuurplein.nl/detail/excursie/dordrecht/81	200	Klik
81	Dordrecht	https://www.literatuurplein.nl/detail/excursie/dordrecht/81	http://web.archive.org/web/20191129103114/https://www.literatuurplein.nl/detail/excursie/dordrecht/81	200	Klik
81	Dordrecht	https://www.literatuurplein.nl/excursie.jsp?excursieId=81	http://web.archive.org/web/20191129212408/https://www.literatuurplein.nl/detail/excursie/dordrecht/81	200	Klik
82	Geldrop	https://literatuurplein.nl/detail/excursie/geldrop/82	http://web.archive.org/web/20191127185244/https://literatuurplein.nl/detail/excursie/geldrop/82	200	Klik
82	Geldrop	https://www.literatuurplein.nl/detail/excursie/geldrop/82	http://web.archive.org/web/20191129103120/https://www.literatuurplein.nl/detail/excursie/geldrop/82	200	Klik
85	Breda	https://literatuurplein.nl/detail/excursie/breda/85	http://web.archive.org/web/20191127184650/https://literatuurplein.nl/detail/excursie/breda/85	200	Klik
85	Breda	https://www.literatuurplein.nl/detail/excursie/breda/85	http://web.archive.org/web/20191129103032/https://www.literatuurplein.nl/detail/excursie/breda/85	200	Klik
85	Breda	https://www.literatuurplein.nl/excursie.jsp?excursieId=85	http://web.archive.org/web/20191129212416/https://www.literatuurplein.nl/detail/excursie/breda/85	200	Klik
87	Winterswijk	https://literatuurplein.nl/detail/excursie/winterswijk/87	http://web.archive.org/web/20191127191339/https://literatuurplein.nl/detail/excursie/winterswijk/87	200	Klik
90	Baarn	https://literatuurplein.nl/detail/excursie/baarn/90	http://web.archive.org/web/20191127184435/https://literatuurplein.nl/detail/excursie/baarn/90	200	Klik
90	Baarn	https://www.literatuurplein.nl/detail/excursie/baarn/90	http://web.archive.org/web/20191129102949/https://www.literatuurplein.nl/detail/excursie/baarn/90	200	Klik
92	Deventer	https://literatuurplein.nl/detail/excursie/deventer/92	http://web.archive.org/web/20191127185043/https://literatuurplein.nl/detail/excursie/deventer/92	200	Klik
92	Deventer	https://www.literatuurplein.nl/detail/excursie/deventer/92	http://web.archive.org/web/20191129103108/https://www.literatuurplein.nl/detail/excursie/deventer/92	200	Klik
92	Deventer	https://www.literatuurplein.nl/excursie.jsp?excursieId=92	http://web.archive.org/web/20191129212424/https://www.literatuurplein.nl/detail/excursie/deventer/92	200	Klik
96	Rheden	https://literatuurplein.nl/detail/excursie/rheden/96	http://web.archive.org/web/20191127190541/https://literatuurplein.nl/detail/excursie/rheden/96	200	Klik
96	Rheden	https://www.literatuurplein.nl/excursie.jsp?excursieId=96	http://web.archive.org/web/20191129212432/https://www.literatuurplein.nl/detail/excursie/rheden/96	200	Klik
97	Scheveningen	https://literatuurplein.nl/detail/excursie/scheveningen/97	http://web.archive.org/web/20191127190802/https://literatuurplein.nl/detail/excursie/scheveningen/97	200	Klik
98	Noordwijk aan Zee	https://literatuurplein.nl/detail/excursie/noordwijk-aan-zee/98	http://web.archive.org/web/20191127190239/https://literatuurplein.nl/detail/excursie/noordwijk-aan-zee/98	200	Klik
98	Noordwijk aan Zee	https://www.literatuurplein.nl/excursie.jsp?excursieId=98	http://web.archive.org/web/20191129212440/https://www.literatuurplein.nl/detail/excursie/noordwijk-aan-zee/98	200	Klik
102	Alkmaar	https://literatuurplein.nl/detail/excursie/alkmaar/102	http://web.archive.org/web/20191127184257/https://literatuurplein.nl/detail/excursie/alkmaar/102	200	Klik
102	Alkmaar	https://www.literatuurplein.nl/excursie.jsp?excursieId=102	http://web.archive.org/web/20191129203438/https://www.literatuurplein.nl/detail/excursie/alkmaar/102	200	Klik
105	Almelo	https://literatuurplein.nl/detail/excursie/almelo/105	http://web.archive.org/web/20191127184304/https://literatuurplein.nl/detail/excursie/almelo/105	200	Klik
105	Almelo	https://www.literatuurplein.nl/detail/excursie/almelo/105	http://web.archive.org/web/20191129102919/https://www.literatuurplein.nl/detail/excursie/almelo/105	200	Klik
105	Almelo	https://www.literatuurplein.nl/excursie.jsp?excursieId=105	http://web.archive.org/web/20191129203447/https://www.literatuurplein.nl/detail/excursie/almelo/105	200	Klik
106	Hengelo	https://literatuurplein.nl/detail/excursie/hengelo/106	http://web.archive.org/web/20191127185529/https://literatuurplein.nl/detail/excursie/hengelo/106	200	Klik
107	Steenwijk	https://literatuurplein.nl/detail/excursie/steenwijk/107	http://web.archive.org/web/20191127190904/https://literatuurplein.nl/detail/excursie/steenwijk/107	200	Klik
108	Zwolle	https://literatuurplein.nl/detail/excursie/zwolle/108	http://web.archive.org/web/20191127191416/https://literatuurplein.nl/detail/excursie/zwolle/108	200	Klik
108	Zwolle	https://www.literatuurplein.nl/detail/excursie/zwolle/108	http://web.archive.org/web/20191129103435/https://www.literatuurplein.nl/detail/excursie/zwolle/108	200	Klik
108	Zwolle	https://www.literatuurplein.nl/excursie.jsp?excursieId=108	http://web.archive.org/web/20191129203454/https://www.literatuurplein.nl/detail/excursie/zwolle/108	200	Klik
109	Enkhuizen	https://literatuurplein.nl/detail/excursie/enkhuizen/109	http://web.archive.org/web/20191127185137/https://literatuurplein.nl/detail/excursie/enkhuizen/109	200	Klik
109	Enkhuizen	https://www.literatuurplein.nl/excursie.jsp?excursieId=109	http://web.archive.org/web/20191129203502/https://www.literatuurplein.nl/detail/excursie/enkhuizen/109	200	Klik
110	Hoorn	https://literatuurplein.nl/detail/excursie/hoorn/110	http://web.archive.org/web/20191127185618/https://literatuurplein.nl/detail/excursie/hoorn/110	200	Klik
111	Naarden	https://literatuurplein.nl/detail/excursie/naarden/111	http://web.archive.org/web/20191127190145/https://literatuurplein.nl/detail/excursie/naarden/111	200	Klik
111	Naarden	https://www.literatuurplein.nl/excursie.jsp?excursieId=111	http://web.archive.org/web/20191129203511/https://www.literatuurplein.nl/detail/excursie/naarden/111	200	Klik
112	Maassluis	https://literatuurplein.nl/detail/excursie/maassluis/112	http://web.archive.org/web/20191127185957/https://literatuurplein.nl/detail/excursie/maassluis/112	200	Klik
113	Brouwershaven	https://literatuurplein.nl/detail/excursie/brouwershaven/113	http://web.archive.org/web/20191127184732/https://literatuurplein.nl/detail/excursie/brouwershaven/113	200	Klik
113	Brouwershaven	https://www.literatuurplein.nl/detail/excursie/brouwershaven/113	http://web.archive.org/web/20191129103044/https://www.literatuurplein.nl/detail/excursie/brouwershaven/113	200	Klik
114	San Millán de la Cogolla	https://literatuurplein.nl/detail/excursie/san-millan-de-la-cogolla/114	http://web.archive.org/web/20191127190750/https://literatuurplein.nl/detail/excursie/san-millan-de-la-cogolla/114	200	Klik
